establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
Gateway Urgent Care Center Anahiem ,Anahiem ,CA,1.0,2021-03-08 21:59:30,621111," Walk-in physicians' offices (e.g., centers, clinics) ",30,27941.0,0,0,0,0,0,0,True,62,621
THUMB PLASTICS  INC,BAD AXE,MI,1.0,2021-02-16 15:10:42,326199,Manufacture of plastic parts,89,169702.0,0,0,2,0,2,2,True,33,326
Besler Industries,CAMBRIDGE,NE,1.0,2021-02-15 22:36:24,332313," Plate work (e.g., bending, cutting, punching, shaping, welding), fabricated metal, manufacturing ",20,50651.0,0,3,0,0,3,3,True,33,332
Companion Animal Clinic,Yucca Valley,CA,1.0,2021-02-08 16:00:38,541940, Small animal veterinary services ,20,30225.0,0,1,1,4,6,6,True,54,541
SODEXO AT UNI FM DM BREWER,AUBURN,AL,1.0,2021-03-03 16:57:20,561110,Business Services,1,2016.0,0,0,0,0,0,0,True,56,561
Bear Materials - Walther Road,Newark,DE,1.0,2021-02-09 19:02:20,327320, Concrete batch plants (including temporary) ,50,118809.0,0,1,1,0,2,2,True,33,327
485145-LIBERTY HILL PO,LIBERTY HILL,TX,1.0,2021-02-27 23:51:46,491110,Mail and Parcel Delivery,25,44973.0,0,2,0,0,1,2,False,49,491
4795-AA-RSW-FORT MYERS-RSW-TRML,FORT MYERS,FL,1.0,2021-02-24 19:38:42,481111,Scheduled Air Transportation,49,62700.0,0,1,0,0,1,1,True,49,481
Engineered Materials : Hudson,Hudson,NH,1.0,2021-02-25 15:11:02,334413,Semiconductor and Related Device Manufacturing,57,108884.0,0,0,1,0,1,1,True,33,334
Capstone - NICHOLAS SLC UT,Salt Lake City,UT,1.0,2021-03-15 18:51:52,493110,GEN. WAREHOUSING & STORAGE,31,49691.0,0,0,0,0,0,0,True,49,493
Store 1169,ORANGE PARK,FL,1.0,2021-02-25 17:18:50,445110,Supermarkets and other grocery (except convenience) stores,132,191569.0,0,1,0,1,2,2,True,45,445
REN160 Chino ,Chino,CA,1.0,2021-02-26 13:11:13,561710,Exterminating and Pest Control Services,62,128960.0,0,0,1,0,1,1,True,56,561
Store 0634,FLOWERY BRANCH,GA,1.0,2021-02-25 17:14:01,445110,Supermarkets and other grocery (except convenience) stores,127,172198.0,0,2,0,2,4,4,True,45,445
354766-LIV-BAYBERRY BR,LIVERPOOL,NY,1.0,2021-02-27 23:51:51,491110,Mail and Parcel Delivery,28,50557.0,0,2,0,0,2,2,True,49,491
Sutter Bay Hospitals (274-EH-WAR),Santa Rosa,CA,1.0,2021-02-05 21:08:30,622110,General Medical and Surgical Hospitals,3,5258.0,0,0,0,0,0,0,True,62,622
Concordia Village,Springfield,IL,1.0,2021-02-26 23:23:55,623311, Continuing care retirement communities ,309,368455.0,0,4,4,2,8,10,False,62,623
Sonesta ES Suites Jacksonville,Jacksonville,FL,1.0,2021-03-11 02:11:02,721110,Hotels,10,1098.0,0,0,0,0,0,0,True,72,721
Royal Pad Products,Evendale,OH,1.0,2021-02-08 14:27:18,322211, Corrugated and solid fiberboard pads made from purchased paper or paperboard ,35,80500.0,0,0,0,0,0,0,True,33,322
Kerry Ingredients,Elk Grove Village,IL,1.0,2021-02-26 16:07:13,311314," Sugar, confectionery, manufacturing ",153,308106.0,0,1,5,0,6,6,True,33,311
Weiland Sliding Doors,Oceanside,CA,1.0,2021-02-19 17:22:55,332321," Sash, door and window, metal, manufacturing ",51,88803.0,0,0,0,0,0,0,True,33,332
Capform FL,Carrollton,TX,1.0,2021-02-02 17:35:01,238110,Concrete formwork,328,834666.0,0,2,7,2,11,11,True,23,238
1AIS1-AIKEN SC-Aiken SC,Aiken,SC,1.0,2021-03-03 12:44:02,541330,Engineering Services,132,263584.0,0,0,0,0,0,0,True,54,541
Piggly Wiggly of Pinetops INC,Pinetops,NC,1.0,2021-02-03 20:27:36,445110, Grocery stores ,48,67434.0,0,0,0,4,4,4,True,45,445
029-00335,BRISTOL,VA,1.0,2021-02-19 20:11:01,445110,Retail grocery not including convenience stores,125,206530.0,0,0,0,1,1,1,True,45,445
SilverLynx Construction LLC,Silsbee,TX,1.0,2021-02-19 04:43:17,237120," Compressor, metering and pumping station, gas and oil pipeline, construction ",15,37117.0,0,0,0,0,0,0,True,23,237
SODEXO AT MURRAY CITY SCHOOL DISTRICT,MURRAY,UT,1.0,2021-03-03 16:04:48,561210,Facilities Support Services,1,1864.0,0,0,0,0,0,0,True,56,561
Van Midde & Son Concrete,San Rafael,CA,1.0,2021-01-19 18:54:24,238110, Concrete finishing ,34,478285.0,0,0,0,0,0,0,True,23,238
Homeland 196,Shawnee,OK,1.0,2021-03-08 20:00:02,445110, Grocery stores ,37,54013.0,0,1,1,0,2,2,True,45,445
Willis-Knighton Medical Center,Shreveport,LA,1.0,2021-02-05 18:48:36,622110, General medical and surgical hospitals ,3087,5035828.0,0,70,14,47,56,131,False,62,622
MIRLS - ROMULUS,ROMULUS,MI,1.0,2021-02-26 19:00:37,484110,General Freight Trucking Local,51,109535.0,0,0,1,1,2,2,True,49,484
400 Retail,Las Vegas,NV,1.0,2021-01-21 19:06:06,721120," Hotels, casino ",72,99553.0,0,0,0,0,0,0,True,72,721
Hospice & Palliative Care Charlotte Region- Phillip L. Van Every Learning Resource Center,Charlotte,NC,1.0,2021-01-29 20:27:22,621610, Home health agencies ,14,27967.0,0,0,0,0,0,0,True,62,621
2032-08180577,SAN DIEGO,CA,1.0,2021-03-03 17:47:16,622110,General Medical and Surgical Hospitals,1473,2238096.0,0,91,22,20,88,133,False,62,622
380 - HICKSVILLE BRANCH,Hicksville,NY,1.0,2021-01-29 20:42:03,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",43,85457.0,0,1,0,0,1,1,True,42,423
D3 Ottawa Materials Lab,Ottawa,IL,2.0,2021-03-09 18:10:46,237310," Repair, highway, road, street, bridge or airport runway ",17,30193.0,0,0,0,0,0,0,True,23,237
Brian Center Health & Rehabilitation/Hickory East,Hickory,NC,1.0,2021-02-26 16:16:22,623110, Skilled nursing facilities ,107,195966.0,0,6,2,0,2,8,False,62,623
PULIDO FARMS INC,MCFARLAND,CA,1.0,2021-02-26 18:52:27,115115, Agriculture production or harvesting crews ,867,182085.0,0,0,0,0,0,0,True,11,115
Advanced Care Hospital of White County,Searcy,AR,1.0,2021-01-23 19:51:00,622310," Hospitals, specialty (except psychiatric, substance abuse) ",66,93591.0,0,5,0,2,4,7,False,62,622
4263-26181,CHICAGO,IL,1.0,2021-02-08 18:32:27,721110,Hotels,135,416899.0,0,2,0,0,2,2,True,72,721
Texas Roadhouse Fairfield ,Fishers,IN,1.0,2021-02-09 16:52:04,722511, Full service restaurants ,150,159930.0,0,8,3,0,11,11,True,72,722
Talbott Hotel Chicago,Chicago,IL,1.0,2021-01-25 19:45:11,721110," Hotel management services (i.e., providing management and operating staff to run hotel) ",91,50954.0,0,0,0,0,0,0,True,72,721
Estwing Manufacturing Company,Rockford,IL,1.0,2021-01-27 20:01:49,332216," Hammers, handtools, manufacturing ",333,673415.0,0,11,9,8,24,28,False,33,332
6458-ZSLL,N. SALT LAKE CITY,UT,1.0,2021-05-17 23:15:09,492110,Local Messengers and Local Delivery,180,213017.0,0,0,25,5,28,30,False,49,492
6961-6961,PORTLAND,OR,1.0,2021-04-09 15:45:58,623210,Nursing and Personal Care Facilities - NEC,3,5937.0,0,0,0,0,0,0,True,62,623
CIN-ODFL,WEST CHESTER,OH,1.0,2021-02-06 15:02:57,484122,"General Freight Trucking, long-distance, LTL",124,280611.0,0,2,4,0,6,6,True,49,484
Manvel TX Yard,Manvel,TX,1.0,2021-02-09 14:41:02,444190,Other Building Materials Dealers,38,98985.0,0,0,2,1,3,3,True,45,444
6899 Steger,Cincinnati,OH,1.0,2021-01-29 22:03:11,332710, Machine shops ,110,228800.0,0,0,0,4,4,4,True,33,332
Badass Farming LLC,Milton-Freewater,OR,1.0,2021-02-05 02:04:54,115112, Vineyard cultivation services ,51,99516.0,0,0,0,0,0,0,True,11,115
Southern States Summersville Service,Summersville,WV,1.0,2021-02-12 13:34:15,444220, Farm supply stores ,8,13511.0,0,0,0,0,0,0,True,45,444
Warehouse,Chicago,IL,3.0,2021-02-02 05:58:42,493110, General warehousing and storage ,2,2782.0,0,0,0,0,0,0,True,49,493
Springfield   Communications,Springfield,MA,1.0,2021-02-26 15:45:55,621910,Medical Transport,37,65496.0,0,1,0,0,0,1,False,62,621
1549 Mt Ephraim SD,Mount Ephraim,NJ,1.0,2021-02-18 18:44:16,722310,Food Service,7,3301.0,0,0,0,0,0,0,True,72,722
Park Maintenance ,Danbury,CT,3.0,2021-03-23 20:34:40,237310, Parkway construction ,19,33193.0,0,1,0,0,1,1,True,23,237
238478-SILVER SPRING  PO,SILVER SPRING,MD,1.0,2021-02-28 15:02:57,491110,Mail and Parcel Delivery,88,159217.0,0,5,0,2,6,7,False,49,491
1808-00010104-05552,PICKENS,SC,1.0,2021-02-18 15:35:59,445110,Supermarket,70,61600.0,0,0,0,0,0,0,True,45,445
IHOP 1229,Chicago,IL,1.0,2021-04-06 21:50:59,722511," Family restaurants, full service ",18,24328.0,0,0,0,0,0,0,True,72,722
Coastal Fire Protection Inc .,N. Ft. Myers,FL,1.0,2021-01-29 15:41:02,238220, Fire sprinkler system installation ,49,120600.0,0,0,0,1,1,1,True,23,238
6400-SWY-0027-0027-01834,DUTCH HARBOR,AK,1.0,2021-02-24 03:45:24,445110,Supermarkets and Other Grocery (except Convenience) Stores,53,89805.0,0,3,1,1,5,5,True,45,445
GRS - Lexington,Lexington,KY,1.0,2021-02-22 16:33:16,532291, Oxygen equipment rental (i.e. home use) ,14,23050.0,0,0,0,0,0,0,True,53,532
Anchor Ingredients - Hillsboro East,Hillsboro,ND,1.0,2021-10-06 19:43:23,424510, Grain elevators merchant wholesalers grain ,5,10400.0,0,0,0,1,1,1,True,42,424
TE-Connectivity MN1,Maple Plain,MN,1.0,2021-02-04 13:36:20,339112, Medical thermometers manufacturing ,9,23273.0,0,0,0,0,0,0,True,33,339
Sumitomo SV5-2,Scottsville ,KY,1.0,2021-02-02 14:12:44,335931, Connectors and terminals for electrical devices manufacturing ,46,80974.0,0,0,0,0,0,0,True,33,335
SODEXO AT SOUTHERN NH REG MED CTR,NASHUA,NH,1.0,2021-03-03 16:34:30,561210,Facilities Support Services,3,5917.0,0,0,0,0,0,0,True,56,561
Drake Services,Mayfield,KY,1.0,2021-03-19 13:24:33,237130, Cellular phone tower construction ,65,144800.0,0,0,1,1,2,2,True,23,237
OHCOL - OBETZ,OBETZ,OH,1.0,2021-02-26 19:03:59,492110,Couriers,619,1029200.0,0,7,11,11,29,29,True,49,492
381328-CAN-JACKSON-BELDEN STA,CANTON,OH,1.0,2021-02-27 03:32:30,491110,Mail and Parcel Delivery,25,44671.0,0,1,0,0,1,1,True,49,491
Tridim Filter (West Point),West Point,GA,1.0,2021-02-01 13:12:56,561720," Building cleaning services, interior ",28,44272.0,0,1,0,1,2,2,True,56,561
"Northland Screw Products, Inc.",St. Francis,MN,1.0,2021-01-07 17:42:39,332721, Precision turned product manufacturing ,34,65029.0,0,0,0,2,1,2,False,33,332
011-PIT,McKees Rock,PA,1.0,2021-02-25 20:00:58,484122,Transportation,58,99710.0,0,1,0,1,2,2,True,49,484
Town and Country Market,Valparaiso,IN,1.0,2021-02-18 16:13:32,445110, Grocery stores ,105,167622.0,0,2,2,4,7,8,False,45,445
PUBLIC SAFETY BUILDING (POLICE/ACO/DISPATCH),UNCASVILLE,CT,3.0,2021-01-29 14:54:53,922120," Criminal investigation offices, government ",38,72355.0,0,1,0,0,1,1,True,92,922
KYVLE - SCS 1860 OUTER LOOP - 3756,LOUISVILLE,KY,1.0,2021-02-26 18:59:29,493110,General Warehousing and Storage,711,1537828.0,0,2,3,20,24,25,False,49,493
Blevins 02 Mobile,Mobile,AL,1.0,2021-03-24 17:01:44,423730,Wholesale distribution - manufactured housing,15,34013.0,0,0,0,0,0,0,True,42,423
"Martinez Family Farm, LLC",Canby,OR,1.0,2021-01-20 23:06:10,111998," General combination crop farming (except fruit and nut combinations, oilseed and grain, vegetable) ",10,24313.0,0,0,0,1,1,1,True,11,111
Dependable Stamping Company,Euclid,OH,1.0,2021-01-27 17:52:18,332119," Stampings (except automotive, cans, coins), metal, unfinished, manufacturing ",60,109723.0,0,0,0,3,3,3,True,33,332
MaryCrest,Sparta,WI,1.0,2021-11-22 15:23:34,623312, Assisted-living facilities without on-site nursing care facilities ,20,17264.0,0,0,0,0,0,0,True,62,623
2807-0555,HOUSTON,TX,1.0,2021-01-28 22:15:54,444110,Homecenter,151,262269.0,0,1,5,0,6,6,True,45,444
Corteva Johnston Campus - JH40 McClintock,Johnston ,IA,1.0,2021-02-26 16:34:22,424910, Farm supplies merchant wholesalers ,289,596453.0,0,0,0,0,0,0,True,42,424
"CA.PLAYA.2 - Ricoh Americas Holdings, Inc.",PLAYA DEL REY,CA,1.0,2021-02-06 01:08:04,423420,Office Equipment,1,500.0,0,0,0,0,0,0,True,42,423
"Pacific Masonry Walls, Inc. ",Orange ,CA,1.0,2021-02-04 21:53:03,238140, Masonry contractors ,114,202006.0,0,3,4,0,7,7,True,23,238
THE ESPLANADE APTS,SAN JOSE,CA,1.0,2021-02-05 22:07:51,525990,Real Estate Investment Trusts,7,12487.0,0,0,0,1,1,1,True,52,525
Regional Utility Services,Spartanburg,SC,1.0,2021-01-28 19:44:20,238290, Millwrights ,48,117161.0,0,0,0,0,0,0,True,23,238
EMJAC Industries Inc,HIALEAH,FL,1.0,2021-04-22 17:55:32,332322, Sheet metal work (except stampings) manufacturing ,114,195788.0,0,0,3,2,5,5,True,33,332
SODEXO AT COVENANT LIVING AT INVERNESS,TULSA,OK,1.0,2021-03-03 16:19:34,561210,Facilities Support Services,5,10736.0,0,0,0,0,0,0,True,56,561
"Woodcliff Lake, NJ",Woodcliff Lake,NJ,1.0,2021-02-10 16:33:14,551114, Corporate offices ,150,287134.0,0,1,0,0,1,1,True,55,551
Freeport-McMoRan Audubon Species Survival Center ,New Orleans,LA,1.0,2021-03-16 05:09:21,712130," Animal exhibits, live ",20,33694.0,0,0,0,4,3,4,False,71,712
Oak Tree Elementary School,Monroe Township,NJ,2.0,2021-01-29 16:46:02,611110, Elementary schools ,93,112221.0,0,0,0,0,0,0,True,61,611
"Camger Coatings Systems, Inc",Norfolk,MA,1.0,2021-02-16 17:17:31,325510," Architectural coatings (i.e., paint) manufacturing ",36,74880.0,0,1,0,1,1,2,False,33,325
ASC/S,Columbus,GA,1.0,2021-03-09 15:50:43,524210, Insurance agencies ,123,265486.0,0,0,0,0,0,0,True,52,524
5472-NAI-0035-0035-01369,SILVER SPRING,MD,1.0,2021-02-24 03:23:28,445110,Supermarkets and Other Grocery (except Convenience) Stores,88,139497.0,0,2,0,1,2,3,False,45,445
"Prestress Services Industries, LLC",Columbus,OH,1.0,2021-03-12 15:21:55,327390," Concrete products, precast (except block, brick and pipe), manufacturing ",30,58240.0,0,0,0,0,0,0,True,33,327
Eickman's Processing Co. Inc.,Seward,IL,1.0,2021-01-28 19:28:38,445210, Butcher shops ,28,64500.0,0,0,1,0,1,1,True,45,445
Flagstone Landscaping,CEDARBURG,WI,1.0,2021-06-15 21:21:34,561730, Landscape installation services ,57,87648.0,0,2,5,0,7,7,True,56,561
UGI Utilities Denver,Denver,PA,1.0,2021-01-26 19:25:52,221210," Blue gas, carbureted, production and distribution ",278,495585.0,0,0,0,0,0,0,True,22,221
"Northstar Builders Group, LLC",Coppell,TX,1.0,2021-01-18 20:52:51,236220, Educational building construction ,66,162240.0,0,0,0,0,0,0,True,23,236
Brookdale Southpoint,Jacksonville,FL,1.0,2021-01-28 16:21:31,623312, Assisted-living facilities without on-site nursing care facilities ,42,74076.0,0,0,2,0,2,2,True,62,623
104,PALM DESERT,CA,1.0,2021-02-09 23:48:10,721110,MOTELS/HOTELS,33,21717.0,0,0,0,4,4,4,True,72,721
"TN.MEMPH.41 - Ricoh Americas Holdings, Inc.",MEMPHIS,TN,1.0,2021-02-06 01:38:46,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
TMEIC-WLY,Houston ,TX,1.0,2021-01-29 17:31:21,335314," Relays, electrical and electronic, manufacturing ",14,29671.0,0,0,0,0,0,0,True,33,335
Tobacco Processing Division,Winston-Salem ,NC,1.0,2021-02-05 14:24:36,312230, Reconstituting tobacco ,48,88988.0,0,2,0,0,2,2,True,33,312
CGI Federal Inc - San Diego,San Diego,CA,1.0,2021-03-01 21:07:55,541330,Software consulting,2,3800.0,0,0,0,0,0,0,True,54,541
"Heartthrob Exhaust, Inc",LITCHFIELD,MN,1.0,2021-01-26 15:29:04,423120," Mufflers, exhaust, merchant wholesalers ",23,44846.0,0,0,0,1,1,1,True,42,423
DuPont Michigan Operations - Midland Plant,Midland,MI,1.0,2021-01-26 16:17:09,325199," Natural nonfood coloring, manufacturing ",580,1187593.0,0,0,2,1,3,3,True,33,325
5472-NAI-0032-0032-03084,SHOREWOOD,IL,1.0,2021-02-24 03:20:35,445110,Supermarkets and Other Grocery (except Convenience) Stores,210,263422.0,0,7,2,6,11,15,False,45,445
True Value Cleveland RDC,Westlake,OH,1.0,2021-03-12 22:24:52,493110," Warehousing and storage, general merchandise ",113,227206.0,0,1,1,2,4,4,True,49,493
Lakeview Memory Care,Bloomingdale ,IL,1.0,2021-02-04 19:01:01,623311, Assisted-living facilities with on-site nursing facilities ,56,81160.0,0,9,0,4,5,13,False,62,623
NorCal DC,Hayward,CA,1.0,2021-02-22 19:02:23,532299," Furniture, residential, rental or leasing ",95,201216.0,0,2,4,0,5,6,False,53,532
6020,BROOKSVILLE,FL,1.0,2021-03-11 16:08:08,493110,General Warehousing and Storage,1094,1893545.0,0,0,7,1,8,8,True,49,493
Terminix Service II,Holly Springs,NC,1.0,2021-03-12 21:36:06,561710," Pest control (except agricultural, forestry) services ",93,168110.0,0,4,1,0,5,5,True,56,561
Ethan Allen Hotel,Danbury,CT,1.0,2021-03-10 20:37:11,721110, Hotels (except casino hotels) ,49,98800.0,0,2,0,0,2,2,True,72,721
Central Office,Bowling Green,VA,3.0,2021-01-21 15:52:06,611110," School districts, elementary or secondary ",52,106800.0,0,1,0,0,1,1,True,61,611
96th st. MRF & TS,Indianapolis,IN,1.0,2021-03-10 17:07:29,562111, Garbage collection services ,273,141389.0,0,0,0,0,0,0,True,56,562
NATCHEZ,NATCHEZ,MS,1.0,2021-02-26 19:27:15,484121," Trucking, general freight, long-distance, truckload (TL) ",48,94387.0,0,0,0,1,1,1,True,49,484
"Sunview Vineyards of California, Inc.",Delano,CA,1.0,2021-02-01 17:11:06,111332, Grape farming without making wine ,1431,3236269.0,0,83,7,123,196,213,False,11,111
County of Ventura - Library Services,Ventura,CA,3.0,2021-01-21 18:52:42,519120, Lending libraries ,115,113143.0,0,1,0,0,1,1,True,51,519
Payless Building Supply Chico,Chico,CA,1.0,2021-01-06 19:34:48,444190, Lumber retailing yards ,35,72579.0,0,0,3,2,5,5,True,45,444
"Perlenfein, Inc. ST 4",Eugene,OR,1.0,2021-02-26 18:38:19,423140," Generators, motor vehicle electrical, used, merchant wholesalers ",77,140495.0,0,1,0,0,1,1,True,42,423
"TULLAHOMA, TN #00495",TULLAHOMA,TN,1.0,2021-02-25 16:04:07,444130,Hardware Store,15,21166.0,0,0,0,0,0,0,True,45,444
5472-NAI-0032-0032-03476,MOUNT PROSPECT,IL,1.0,2021-02-24 03:20:04,445110,Supermarkets and Other Grocery (except Convenience) Stores,169,224353.0,0,5,1,3,7,9,False,45,445
"Bluestone Communications, Inc.",Folcroft,PA,1.0,2021-09-30 14:03:22,238210, Electric contracting ,153,326380.0,0,2,0,0,2,2,True,23,238
D'Agostino #518,New York,NY,1.0,2021-01-29 20:56:25,445110, Supermarkets ,36,50290.0,0,1,0,0,1,1,True,45,445
2576-655,SALT LAKE CITY,UT,1.0,2021-03-09 13:34:55,622210,Psychiatric and Substance Abuse Hospitals,172,357760.0,0,4,4,3,9,11,False,62,622
KANPAK Manufacturing Penn Yan,Penn Yan,NY,1.0,2021-02-25 21:41:05,311520, Frozen desserts (except bakery) manufacturing ,185,384032.0,0,1,0,2,3,3,True,33,311
MKJ Transportation dba Patriot Transport,Danville,AR,1.0,2021-09-20 16:18:35,484230," Dry bulk carrier, truck, long-distance ",60,162776.0,0,0,0,1,1,1,True,49,484
Oregon Clean Energy Center,Oregon,OH,1.0,2021-02-12 15:09:33,221112," Electric power generation, fossil fuel (e.g., coal, oil, gas) ",21,44048.0,0,0,0,0,0,0,True,22,221
"Eberhard Southwest Roofing, Inc.",Las Vegas,NV,1.0,2021-02-12 19:11:45,238160, Roofing contractors ,67,145383.0,0,0,2,1,3,3,True,23,238
Agrace HospiceCare / Dane County,Fitchburg,WI,1.0,2021-02-15 21:56:54,621610," Hospice care services, in home ",572,886597.0,0,7,8,3,14,18,False,62,621
9277-104 ARRABELLE AT VAIL SQUARE,VAIL,CO,1.0,2021-02-25 21:59:26,721110,Alpine skiing facilities with accommodations (i.e. ski resorts),219,172330.0,0,0,1,1,2,2,True,72,721
"Opengate,Inc./Lehr and Feinsilver Residence",Somers,NY,1.0,2021-01-14 17:38:13,623210," Intellectual and developmental disability facilities (e.g., homes, hospitals, intermediate care facilities), residential ",23,37960.0,0,3,0,0,3,3,True,62,623
"CO.DENVE.102 - Ricoh Americas Holdings, Inc.",DENVER,CO,1.0,2021-02-06 01:10:57,423420,Office Equipment,1,500.0,0,0,0,0,0,0,True,42,423
CAMDEN SHILOH,KENNESAW,GA,1.0,2021-02-09 14:46:10,531110,Operators Of Apartment Buildings,3,8501.0,0,0,0,0,0,0,True,53,531
SODEXO AT GEORGIA TECH CONCESSIONS,ATLANTA,GA,1.0,2021-03-03 16:17:43,561210,Facilities Support Services,5,7328.0,0,0,0,0,0,0,True,56,561
017360-SECTION PO,SECTION,AL,1.0,2021-02-26 02:40:24,491110,Mail and Parcel Delivery,10,18865.0,0,1,0,0,1,1,True,49,491
Leeds,Leeds,AL,1.0,2021-02-19 14:35:58,484121," Container trucking services, long-distance (TL) ",14,12450.0,0,0,0,0,0,0,True,49,484
CARTER LUMBER 348,MUNCIE,IN,1.0,2021-02-16 12:42:35,444190,BUILDING MATERIALS DEALER,15,28353.0,0,0,0,0,0,0,True,45,444
"Berkley Building Blocks, Avery Center",Oak Park,MI,3.0,2021-02-25 15:15:18,611110, Elementary and secondary schools ,781,1062160.0,0,2,0,0,2,2,True,61,611
6400-SWY-0020-0020-02581,FRISCO,TX,1.0,2021-02-24 03:35:56,445110,Supermarkets and Other Grocery (except Convenience) Stores,102,150070.0,0,5,1,0,3,6,False,45,445
Store 1709,LIVE OAK,FL,1.0,2021-02-25 17:24:51,445110,Supermarkets and other grocery (except convenience) stores,86,17857.0,0,0,0,0,0,0,True,45,445
SODEXO AT CS SALES EXEC-HAMLIN,RICHMOND,VA,1.0,2021-03-03 17:15:04,561110,Business Services,1,2139.0,0,0,0,0,0,0,True,56,561
"Oregon Labor Supply, LLC",Portland,OR,1.0,2021-05-04 21:34:59,238350, Finish carpentry ,15,25326.0,0,0,0,0,0,0,True,23,238
IT Campus,St. Paul,MN,2.0,2021-02-24 20:38:29,541512, Information management computer systems integration design services ,2198,3993403.0,0,1,1,1,3,3,True,54,541
Signature Flight Support Frederick,Frederick,MD,1.0,2021-03-09 09:48:21,488190,Support Activities for Air Transportation,10,17111.0,0,0,0,0,0,0,True,49,488
481371-HOU-GREENBRIAR,HOUSTON,TX,1.0,2021-02-28 14:41:52,491110,Mail and Parcel Delivery,39,69724.0,0,2,0,0,2,2,True,49,491
COASTAL MOVING & STORAGE,PENSACOLA,FL,1.0,2021-11-17 15:22:21,484110," General freight trucking, local ",21,29536.0,0,0,0,0,0,0,True,49,484
Closed Loop Recycling,SAINT LOUIS,MO,1.0,2021-01-20 22:27:30,562920, Removal of recyclable materials from a waste stream ,31,62048.0,0,0,1,0,1,1,True,56,562
Bentley Door,EAGLE,ID,1.0,2021-02-19 18:53:14,321911," Door units, prehung, wood and covered wood, manufacturing ",48,96913.0,0,3,0,0,3,3,True,33,321
